Date,Consumption
2013-10-30,1391.8470000000002
2013-10-31,1352.3529999999996
2013-11-01,1207.43
2013-11-02,1176.259
2013-11-03,1151.302
2013-11-04,1432.7479999999996
2013-11-05,1448.5680000000002
2013-11-06,1463.362
2013-11-07,1451.321
2013-11-08,1402.1120000000005
2013-11-09,1243.213
2013-11-10,1129.633
2013-11-11,1409.6379999999995
2013-11-12,1439.7009999999998
2013-11-13,1441.6040000000007
2013-11-14,1452.086
2013-11-15,1406.642
2013-11-16,1219.4490000000005
2013-11-17,1117.711
2013-11-18,1422.174
2013-11-19,1453.625
2013-11-20,1440.757
2013-11-21,1461.7179999999996
2013-11-22,1437.6370000000004
2013-11-23,1218.068
2013-11-24,1137.5670000000002
2013-11-25,1440.4680000000005
2013-11-26,1462.1639999999998
2013-11-27,1493.989
2013-11-28,1508.7140000000006
2013-11-29,1488.75
2013-11-30,1254.591
2013-12-01,1161.7690000000002
2013-12-02,1434.4860000000006
2013-12-03,1468.226
2013-12-04,1511.246
2013-12-05,1563.832
2013-12-06,1545.494
2013-12-07,1278.5230000000001
2013-12-08,1189.6129999999996
2013-12-09,1477.263
2013-12-10,1474.226
2013-12-11,1475.4349999999995
2013-12-12,1475.418
2013-12-13,1456.19
2013-12-14,1276.9790000000005
2013-12-15,1194.796
2013-12-16,1467.5549999999994
2013-12-17,1457.2350000000006
2013-12-18,1447.4989999999998
2013-12-19,1430.139
2013-12-20,1345.6509999999996
2013-12-21,1250.8170000000002
2013-12-22,1141.975
2013-12-23,1199.865
2013-12-24,1128.997
2013-12-25,992.789
2013-12-26,989.2539999999999
2013-12-27,1166.5519999999995
2013-12-28,1089.7899999999997
2013-12-29,1031.149
2013-12-30,1149.097
2013-12-31,1068.429
2014-01-01,1080.0800000000004
2014-01-02,1343.101
2014-01-03,1379.7760000000005
2014-01-04,1271.029
2014-01-05,1182.4160000000004
2014-01-06,1408.2020000000002
2014-01-07,1529.2500000000002
2014-01-08,1550.3980000000006
2014-01-09,1572.1940000000006
2014-01-10,1552.4129999999998
2014-01-11,1350.4389999999999
2014-01-12,1243.6280000000004
2014-01-13,1582.7969999999993
2014-01-14,1597.275
2014-01-15,1592.3840000000002
2014-01-16,1607.8040000000005
2014-01-17,1571.6370000000006
2014-01-18,1353.4550000000004
2014-01-19,1255.8139999999999
2014-01-20,1590.6870000000006
2014-01-21,1624.8059999999994
2014-01-22,1625.1550000000007
2014-01-23,1631.3729999999994
2014-01-24,1617.411
2014-01-25,1399.124
2014-01-26,1302.735
2014-01-27,1612.2129999999993
2014-01-28,1636.751
2014-01-29,1659.96
2014-01-30,1651.529
2014-01-31,1605.265
2014-02-01,1391.4300000000005
2014-02-02,1265.4160000000004
2014-02-03,1598.5510000000006
2014-02-04,1617.7989999999993
2014-02-05,1623.2410000000002
2014-02-06,1597.9789999999994
2014-02-07,1576.93
2014-02-08,1365.8129999999999
2014-02-09,1252.107
2014-02-10,1577.328
2014-02-11,1600.185
2014-02-12,1597.1219999999994
2014-02-13,1602.375
2014-02-14,1570.2130000000002
2014-02-15,1347.5030000000004
2014-02-16,1237.654
2014-02-17,1548.6439999999993
2014-02-18,1582.932
2014-02-19,1588.602
2014-02-20,1564.341
2014-02-21,1549.9930000000006
2014-02-22,1330.9589999999996
2014-02-23,1206.6960000000001
2014-02-24,1521.083
2014-02-25,1552.925
2014-02-26,1555.0380000000002
2014-02-27,1553.4600000000007
2014-02-28,1524.7159999999994
2014-03-01,1310.8630000000005
2014-03-02,1205.382
2014-03-03,1479.3610000000006
2014-03-04,1521.878
2014-03-05,1550.944
2014-03-06,1546.4730000000006
2014-03-07,1514.8970000000006
2014-03-08,1279.1619999999998
2014-03-09,1161.496
2014-03-10,1479.2299999999993
2014-03-11,1521.112
2014-03-13,1510.0329999999994
2014-03-14,1488.0440000000006
2014-03-15,1303.214
2014-03-16,1199.315
2014-03-17,1498.042
2014-03-18,1528.9320000000002
2014-03-19,1524.7620000000006
2014-03-20,1498.5479999999998
2014-03-21,1474.5620000000001
2014-03-22,1280.873
2014-03-23,1176.87
2014-03-24,1499.18
2014-03-25,1521.8339999999996
2014-03-26,1522.582
2014-03-27,1510.9029999999998
2014-03-28,1470.8100000000006
