1000
0	11.9	-1.456192128e-12
1	11.7607997	2.008189722e-12
2	11.62170428	-2.110263695e-12
3	11.48272862	2.553225553e-12
4	11.3438876	1.518238868e-12
5	11.2051961	-3.426826245e-12
6	11.06666897	1.043237144e-12
7	10.92832103	2.231134669e-12
8	10.79016713	-2.965952114e-13
9	10.65222212	-8.681027268e-13
10	10.51450076	3.506255342e-12
11	10.37701781	1.200789306e-12
12	10.23978809	5.332253872e-13
13	10.10282627	-3.008082116e-13
14	9.966147049	-6.172326104e-13
15	9.829765129	4.707156995e-12
16	9.693695149	-1.860095745e-12
17	9.557951689	-2.605263127e-12
18	9.422549299	1.426016295e-12
19	9.287502529	1.0326906e-12
20	9.152825839	-4.293328032e-13
21	9.018533689	-5.576327015e-13
22	8.884640479	-9.507898766e-13
23	8.751160519	3.255076272e-12
24	8.618108149	1.617848236e-12
25	8.485497529	-2.100096321e-12
26	8.353342938	-2.32928353e-12
27	8.221658418	6.076831434e-13
28	8.090458068	2.407645333e-12
29	7.959755898	-1.624308169e-12
30	7.829565858	-9.277026357e-13
31	7.699901778	2.722159838e-13
32	7.570777488	9.584856236e-13
33	7.442206728	2.361470851e-12
34	7.314203148	-7.685635763e-13
35	7.186780308	1.551788393e-12
36	7.059951738	4.05751237e-12
37	6.933730878	-7.751920299e-15
38	6.808131048	-1.077853962e-12
39	6.683165508	1.506231818e-12
40	6.558847428	3.392869464e-13
41	6.435189948	-1.197840206e-12
42	6.312205998	-2.380625958e-13
43	6.189908508	-3.890677563e-12
44	6.068310288	3.188398523e-12
45	5.947424028	-1.053362387e-12
46	5.827262388	-3.542290536e-13
47	5.707837878	4.071443357e-13
48	5.589162888	1.211771193e-12
49	5.471249718	-3.480499867e-13
50	5.354110608	2.157954856e-12
51	5.237757618	5.374103007e-12
52	5.122202778	-1.719578146e-12
53	5.007457907	-1.183010446e-12
54	4.893534797	6.268944241e-14
55	4.780445087	1.676437025e-12
56	4.668200298	2.777883787e-12
57	4.556811828	-1.691491478e-12
58	4.446290987	-1.203906926e-12
59	4.336648937	6.802590929e-13
60	4.227896717	3.073804918e-13
61	4.120045217	2.380962998e-12
62	4.013105237	-4.321976433e-13
63	3.907087427	4.324223367e-13
64	3.802002317	5.633062084e-13
65	3.697860287	8.688891535e-13
66	3.594671627	-2.024936398e-12
67	3.492446417	1.631947743e-12
68	3.391194647	2.849785656e-12
69	3.290926157	-5.842026892e-13
70	3.191650667	-2.93876422e-12
71	3.093377747	4.49386684e-16
72	2.996116757	1.511287418e-12
73	2.899876997	-5.930780762e-13
74	2.804667617	-2.437023987e-12
75	2.710497527	-6.790232795e-13
76	2.617375607	6.785738928e-14
77	2.525310527	-1.928992341e-12
78	2.434310747	-1.105491243e-13
79	2.344384697	1.209074873e-12
80	2.255540567	-9.266353424e-13
81	2.167786397	-1.937530688e-12
82	2.081130077	1.243677648e-12
83	1.995579377	1.174472099e-12
84	1.911141827	-4.078184157e-13
85	1.827824897	2.698567037e-13
86	1.745635787	-1.457810403e-12
87	1.664581637	2.786197441e-13
88	1.584669317	1.164360898e-12
89	1.505905607	3.165479802e-12
90	1.428297107	-1.322320318e-12
91	1.351850207	8.695632335e-13
92	1.276571207	2.053023066e-12
93	1.202466137	1.427476802e-12
94	1.129540937	2.153910376e-12
95	1.057801367	8.21928245e-13
96	0.9872529167	-7.167717609e-13
97	0.9179010767	5.233107935e-13
98	0.8497509767	-1.104817163e-12
99	0.7828077166	-4.403989503e-13
100	0.7170761266	-1.056058707e-13
101	0.6525609165	-1.822937084e-12
102	0.5892665865	-1.168405378e-14
103	0.5271974566	3.939098978e-12
104	0.4663576967	-1.966066742e-12
105	0.4067512967	-1.896411806e-12
106	0.3483820066	3.985161114e-12
107	0.2912534566	1.142116257e-12
108	0.2353690665	-1.913039114e-12
109	0.1807321065	-8.765287271e-13
110	0.1273456065	6.689120791e-13
111	0.0752124765	-8.46869206e-13
112	0.02433541659	-4.307371366e-13
113	-0.02528308334	-3.013137716e-12
114	-0.07364068334	9.102327284e-13
115	-0.1207352534	2.471177375e-12
116	-0.1665648435	1.395570347e-12
117	-0.2111276236	-3.161884708e-12
118	-0.2544220636	-1.004603932e-12
119	-0.2964467535	-2.229407339e-12
120	-0.3372004634	4.101102878e-12
