_
0	0	1.2028635865135585e-11	1.0442136044730433e-11
0	1	156.0000000000298	-2.1926780391368084e-11
0	2	156.0000000000232	7.514699973398819e-12
0	3	150.000000000025	-4.0245140553452075e-11
0	4	150.0000000000202	1.1950760381296278e-11
0	5	158.00000000003004	-2.813408173096832e-11
0	6	157.0000000000154	-6.551772457896732e-12
0	7	161.00000000002072	-4.5121169023332184e-11
0	8	163.00000000000688	-4.318962965044193e-12
0	9	162.00000000000063	7.298694981727749e-13
0	10	46.00000000001676	-2.514411789888982e-11
0	11	37.000000000007326	-9.091536412597634e-12
0	12	40.99999999998948	1.879470801213756e-11
0	13	42.00000000001373	-1.700755092315376e-12
0	14	43.00000000003223	1.1146994438604451e-11
0	15	45.000000000020854	-2.4026576284086332e-11
0	16	48.000000000003176	3.384798219485674e-11
0	17	52.00000000007205	1.6905232769204305e-12
0	18	57.00000000003257	-2.0847892301389947e-11
0	19	61.000000000010026	-2.860474523913581e-11
0	20	57.00000000004143	-1.5661498764529823e-11
0	21	53.000000000007425	-1.804892235668376e-11
0	22	52.00000000001272	-4.577032086672261e-12
0	23	77.0000000000295	-1.5635350791853853e-11
0	24	91.00000000001465	1.0675194062059746e-12
0	25	87.00000000002463	-2.0581865101121365e-11
0	26	75.00000000002011	-1.5310206435970033e-11
0	27	59.00000000002272	-8.463985068374314e-12
0	28	61.0000000000189	-3.9764245229889637e-11
0	29	37.000000000008505	-3.979380380769726e-11
0	30	46.99999999997992	-2.1009327610954644e-11
0	31	50.999999999984695	-3.028617356903851e-12
0	32	38.00000000001331	1.1099245966761372e-11
0	33	45.99999999999096	6.7666405811905864e-12
0	34	78.00000000003132	4.615685611497611e-11
0	35	72.00000000004272	-3.867626219289377e-11
0	36	70.0000000000389	2.0673951439675874e-11
0	37	82.00000000002466	-4.3406771510490217e-11
0	38	62.000000000000576	-1.2792042980436235e-11
0	39	51.00000000002975	-8.298002285300753e-12
0	40	71.00000000002112	-5.300535121932626e-11
0	41	56.99999999999102	-1.4847501006443054e-12
0	42	54.00000000001571	-8.122924555209466e-12
0	43	72.99999999997996	6.356231097015553e-12
0	44	42.000000000047876	-6.207301339600235e-13
