epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
28;0.01416691578924656;0.01416691578924656;0.020432669669389725;0.020432669669389725
29;0.013369112275540829;0.013369112275540829;0.01906970702111721;0.01906970702111721
30;0.01311695110052824;0.01311695110052824;0.018738549202680588;0.018738549202680588
31;0.013626465573906898;0.013626465573906898;0.019364839419722557;0.019364839419722557
32;0.014090219512581825;0.014090219512581825;0.029137954115867615;0.029137954115867615
33;0.01734139397740364;0.01734139397740364;0.019542384892702103;0.019542384892702103
34;0.013865921646356583;0.013865921646356583;0.020013613626360893;0.020013613626360893
35;0.013307585380971432;0.013307585380971432;0.01836101897060871;0.01836101897060871
36;0.013348826207220554;0.013348826207220554;0.01756211556494236;0.01756211556494236
37;0.011807955801486969;0.011807955801486969;0.017712263390421867;0.017712263390421867
38;0.011612207628786564;0.011612207628786564;0.01626514457166195;0.01626514457166195
39;0.011411122977733612;0.011411122977733612;0.0158724132925272;0.0158724132925272
40;0.011595489457249641;0.011595489457249641;0.016619279980659485;0.016619279980659485
41;0.011071955785155296;0.011071955785155296;0.016079498454928398;0.016079498454928398
42;0.011634916067123413;0.011634916067123413;0.016393860802054405;0.016393860802054405
43;0.010723641142249107;0.010723641142249107;0.017501987516880035;0.017501987516880035
44;0.011355794034898281;0.011355794034898281;0.016173047944903374;0.016173047944903374
45;0.01104692742228508;0.01104692742228508;0.016032138839364052;0.016032138839364052
46;0.010475726798176765;0.010475726798176765;0.016440335661172867;0.016440335661172867
47;0.010476945899426937;0.010476945899426937;0.018333029001951218;0.018333029001951218
48;0.010760963894426823;0.010760963894426823;0.016818130388855934;0.016818130388855934
49;0.010087627917528152;0.010087627917528152;0.01584748737514019;0.01584748737514019
50;0.0104678925126791;0.0104678925126791;0.017626771703362465;0.017626771703362465
51;0.011118907481431961;0.011118907481431961;0.01837964914739132;0.01837964914739132
52;0.010620872490108013;0.010620872490108013;0.016569215804338455;0.016569215804338455
53;0.010246447287499905;0.010246447287499905;0.016322510316967964;0.016322510316967964
54;0.011577357538044453;0.011577357538044453;0.016430819407105446;0.016430819407105446
55;0.009810303337872028;0.009810303337872028;0.015797363594174385;0.015797363594174385
56;0.00908084586262703;0.00908084586262703;0.01826155185699463;0.01826155185699463
57;0.010356764309108257;0.010356764309108257;0.016035158187150955;0.016035158187150955
58;0.00914769247174263;0.00914769247174263;0.015890637412667274;0.015890637412667274
59;0.009060707874596119;0.009060707874596119;0.01565253734588623;0.01565253734588623
60;0.009379005059599876;0.009379005059599876;0.01644936203956604;0.01644936203956604
61;0.009156822226941586;0.009156822226941586;0.015200012363493443;0.015200012363493443
62;0.00908009521663189;0.00908009521663189;0.016663432121276855;0.016663432121276855
63;0.009111857041716576;0.009111857041716576;0.01573442481458187;0.01573442481458187
64;0.008269400335848331;0.008269400335848331;0.015527374111115932;0.015527374111115932
65;0.008341330103576183;0.008341330103576183;0.01604738086462021;0.01604738086462021
66;0.008505006320774555;0.008505006320774555;0.0167837031185627;0.0167837031185627
67;0.008829256519675255;0.008829256519675255;0.016659948974847794;0.016659948974847794
68;0.008460180833935738;0.008460180833935738;0.01669985242187977;0.01669985242187977
69;0.008416133932769299;0.008416133932769299;0.015719249844551086;0.015719249844551086
70;0.008263506926596165;0.008263506926596165;0.015884198248386383;0.015884198248386383
71;0.008187157101929188;0.008187157101929188;0.01694590412080288;0.01694590412080288
72;0.008437743410468102;0.008437743410468102;0.01589079387485981;0.01589079387485981
73;0.008244914934039116;0.008244914934039116;0.015500330366194248;0.015500330366194248
74;0.008474123664200306;0.008474123664200306;0.015228756703436375;0.015228756703436375
75;0.007682421710342169;0.007682421710342169;0.016180848702788353;0.016180848702788353
76;0.008186484687030315;0.008186484687030315;0.01597285270690918;0.01597285270690918
77;0.007928851060569286;0.007928851060569286;0.01518507394939661;0.01518507394939661
78;0.008292535319924355;0.008292535319924355;0.015034662559628487;0.015034662559628487
79;0.008303587324917316;0.008303587324917316;0.016030749306082726;0.016030749306082726
80;0.007754632271826267;0.007754632271826267;0.014536782167851925;0.014536782167851925
81;0.007653241977095604;0.007653241977095604;0.01557242777198553;0.01557242777198553
82;0.00771591579541564;0.00771591579541564;0.016185835003852844;0.016185835003852844
83;0.00812507513910532;0.00812507513910532;0.01647026650607586;0.01647026650607586
84;0.0077962917275726795;0.0077962917275726795;0.014871226623654366;0.014871226623654366
85;0.007780290208756924;0.007780290208756924;0.01488966029137373;0.01488966029137373
86;0.007499603554606438;0.007499603554606438;0.014721599407494068;0.014721599407494068
87;0.007875075563788414;0.007875075563788414;0.017268696799874306;0.017268696799874306
88;0.008975946344435215;0.008975946344435215;0.014837616123259068;0.014837616123259068
89;0.00746172945946455;0.00746172945946455;0.014541326090693474;0.014541326090693474
90;0.007701687049120665;0.007701687049120665;0.014047696255147457;0.014047696255147457
91;0.007903750985860825;0.007903750985860825;0.014875511638820171;0.014875511638820171
92;0.007620548363775015;0.007620548363775015;0.01483380701392889;0.01483380701392889
93;0.007541269063949585;0.007541269063949585;0.014673871919512749;0.014673871919512749
94;0.007501361891627312;0.007501361891627312;0.014492425136268139;0.014492425136268139
95;0.007636896800249815;0.007636896800249815;0.015213041566312313;0.015213041566312313
96;0.007816295139491558;0.007816295139491558;0.014996846206486225;0.014996846206486225
97;0.007451691664755344;0.007451691664755344;0.014994625002145767;0.014994625002145767
98;0.007488739211112261;0.007488739211112261;0.014879055321216583;0.014879055321216583
99;0.007803769316524267;0.007803769316524267;0.014080237597227097;0.014080237597227097
100;0.007182030938565731;0.007182030938565731;0.014032860286533833;0.014032860286533833
101;0.007615859620273113;0.007615859620273113;0.013863729313015938;0.013863729313015938
102;0.007523670326918364;0.007523670326918364;0.014641844667494297;0.014641844667494297
103;0.007171290460973978;0.007171290460973978;0.013817508704960346;0.013817508704960346
104;0.0074033173732459545;0.0074033173732459545;0.015082070603966713;0.015082070603966713
105;0.007082041818648577;0.007082041818648577;0.014147602021694183;0.014147602021694183
106;0.007332727778702974;0.007332727778702974;0.014295997098088264;0.014295997098088264
107;0.007036361377686262;0.007036361377686262;0.014910230413079262;0.014910230413079262
108;0.007278227247297764;0.007278227247297764;0.014061231166124344;0.014061231166124344
109;0.007095393259078264;0.007095393259078264;0.014394826255738735;0.014394826255738735
110;0.007774729281663895;0.007774729281663895;0.013865611515939236;0.013865611515939236
111;0.007055244408547878;0.007055244408547878;0.01329102274030447;0.01329102274030447
112;0.006752259097993374;0.006752259097993374;0.014285766519606113;0.014285766519606113
113;0.007481298875063658;0.007481298875063658;0.014655075035989285;0.014655075035989285
114;0.008206565864384174;0.008206565864384174;0.01496016513556242;0.01496016513556242
115;0.0077654230408370495;0.0077654230408370495;0.013759259134531021;0.013759259134531021
116;0.00741617614403367;0.00741617614403367;0.014441536739468575;0.014441536739468575
117;0.007310767192393541;0.007310767192393541;0.01415762398391962;0.01415762398391962
118;0.0067204697988927364;0.0067204697988927364;0.015345418825745583;0.015345418825745583
119;0.006805117707699537;0.006805117707699537;0.014674961566925049;0.014674961566925049
120;0.007435342762619257;0.007435342762619257;0.013929788954555988;0.013929788954555988
121;0.006826756056398153;0.006826756056398153;0.01453667227178812;0.01453667227178812
122;0.007321691606193781;0.007321691606193781;0.013795352540910244;0.013795352540910244
123;0.006787342019379139;0.006787342019379139;0.014651390723884106;0.014651390723884106
124;0.0070141637697815895;0.0070141637697815895;0.01421283558011055;0.01421283558011055
125;0.006894462741911411;0.006894462741911411;0.013998250477015972;0.013998250477015972
126;0.006523453164845705;0.006523453164845705;0.013954579830169678;0.013954579830169678
127;0.0066213225945830345;0.0066213225945830345;0.01419607363641262;0.01419607363641262
128;0.006557893007993698;0.006557893007993698;0.01332873571664095;0.01332873571664095
129;0.007100310642272234;0.007100310642272234;0.014355053193867207;0.014355053193867207
130;0.0069608381018042564;0.0069608381018042564;0.01460576057434082;0.01460576057434082
131;0.006536934990435839;0.006536934990435839;0.013524112291634083;0.013524112291634083
132;0.007030810229480267;0.007030810229480267;0.016230009496212006;0.016230009496212006
133;0.006752410437911749;0.006752410437911749;0.013388178311288357;0.013388178311288357
134;0.006825584452599287;0.006825584452599287;0.014503647573292255;0.014503647573292255
135;0.007079096045345068;0.007079096045345068;0.015480762347579002;0.015480762347579002
136;0.006323568057268858;0.006323568057268858;0.013703319244086742;0.013703319244086742
137;0.006521262228488922;0.006521262228488922;0.013760714791715145;0.013760714791715145
138;0.006509539671242237;0.006509539671242237;0.013447985984385014;0.013447985984385014
139;0.0065332576632499695;0.0065332576632499695;0.014603166840970516;0.014603166840970516
140;0.0064939777366817;0.0064939777366817;0.014356076717376709;0.014356076717376709
141;0.0061988686211407185;0.0061988686211407185;0.013692418113350868;0.013692418113350868
142;0.006013722158968449;0.006013722158968449;0.013077139854431152;0.013077139854431152
143;0.00645094458013773;0.00645094458013773;0.01378383208066225;0.01378383208066225
144;0.00610537501052022;0.00610537501052022;0.01405265275388956;0.01405265275388956
145;0.006054792553186417;0.006054792553186417;0.013436581008136272;0.013436581008136272
146;0.006440915632992983;0.006440915632992983;0.013517762534320354;0.013517762534320354
147;0.0060663605108857155;0.0060663605108857155;0.01479980070143938;0.01479980070143938
148;0.006625718902796507;0.006625718902796507;0.013827555812895298;0.013827555812895298
149;0.006950658746063709;0.006950658746063709;0.013010676950216293;0.013010676950216293
150;0.006233546882867813;0.006233546882867813;0.01328976172953844;0.01328976172953844
151;0.0063971662893891335;0.0063971662893891335;0.013228504918515682;0.013228504918515682
152;0.006600148975849152;0.006600148975849152;0.013570155017077923;0.013570155017077923
153;0.0065860440954566;0.0065860440954566;0.012812484055757523;0.012812484055757523
154;0.00631676847115159;0.00631676847115159;0.013505370356142521;0.013505370356142521
155;0.0059258160181343555;0.0059258160181343555;0.01255004946142435;0.01255004946142435
156;0.006394905969500542;0.006394905969500542;0.013146252371370792;0.013146252371370792
157;0.006402710918337107;0.006402710918337107;0.013368113897740841;0.013368113897740841
158;0.00649154931306839;0.00649154931306839;0.012796872295439243;0.012796872295439243
159;0.006073387805372477;0.006073387805372477;0.013025643303990364;0.013025643303990364
160;0.006162563804537058;0.006162563804537058;0.012081928551197052;0.012081928551197052
161;0.005898636300116777;0.005898636300116777;0.015081070363521576;0.015081070363521576
162;0.006591320503503084;0.006591320503503084;0.01305980421602726;0.01305980421602726
163;0.006707505788654089;0.006707505788654089;0.012820206582546234;0.012820206582546234
164;0.006241291295737028;0.006241291295737028;0.014013329520821571;0.014013329520821571
165;0.006153218448162079;0.006153218448162079;0.011816940270364285;0.011816940270364285
166;0.0057328203693032265;0.0057328203693032265;0.012105999514460564;0.012105999514460564
167;0.006053421180695295;0.006053421180695295;0.013454169034957886;0.013454169034957886
168;0.008121560327708721;0.008121560327708721;0.01444927416741848;0.01444927416741848
169;0.0065383645705878735;0.0065383645705878735;0.013702386058866978;0.013702386058866978
170;0.006006154697388411;0.006006154697388411;0.012666747905313969;0.012666747905313969
171;0.005759241059422493;0.005759241059422493;0.01240532100200653;0.01240532100200653
172;0.005734164733439684;0.005734164733439684;0.012332847341895103;0.012332847341895103
173;0.005656884051859379;0.005656884051859379;0.01296437717974186;0.01296437717974186
174;0.0058317226357758045;0.0058317226357758045;0.012320169247686863;0.012320169247686863
175;0.006024480797350407;0.006024480797350407;0.012993287295103073;0.012993287295103073
176;0.005889976397156715;0.005889976397156715;0.0130435386672616;0.0130435386672616
177;0.006527649238705635;0.006527649238705635;0.012765266932547092;0.012765266932547092
178;0.006056183949112892;0.006056183949112892;0.012334615923464298;0.012334615923464298
179;0.005534857977181673;0.005534857977181673;0.012285123579204082;0.012285123579204082
180;0.006033748388290405;0.006033748388290405;0.011532568372786045;0.011532568372786045
181;0.006981855258345604;0.006981855258345604;0.014125378802418709;0.014125378802418709
182;0.0070211561396718025;0.0070211561396718025;0.012558677233755589;0.012558677233755589
183;0.0058965617790818214;0.0058965617790818214;0.012111563235521317;0.012111563235521317
184;0.005545787513256073;0.005545787513256073;0.012399442493915558;0.012399442493915558
185;0.005768070928752422;0.005768070928752422;0.012698501348495483;0.012698501348495483
186;0.005939461290836334;0.005939461290836334;0.011521629989147186;0.011521629989147186
187;0.00581653555855155;0.00581653555855155;0.01169347669929266;0.01169347669929266
188;0.006026712246239185;0.006026712246239185;0.012570318765938282;0.012570318765938282
189;0.005801590159535408;0.005801590159535408;0.012433512136340141;0.012433512136340141
190;0.0054311431013047695;0.0054311431013047695;0.012289637699723244;0.012289637699723244
191;0.005665317643433809;0.005665317643433809;0.013617433607578278;0.013617433607578278
192;0.005759324878454208;0.005759324878454208;0.013238604180514812;0.013238604180514812
193;0.006310923490673304;0.006310923490673304;0.011849160306155682;0.011849160306155682
194;0.005669510457664728;0.005669510457664728;0.012301201932132244;0.012301201932132244
195;0.005407669115811586;0.005407669115811586;0.013500731438398361;0.013500731438398361
196;0.005477720871567726;0.005477720871567726;0.013681745156645775;0.013681745156645775
197;0.007077652961015701;0.007077652961015701;0.014092723838984966;0.014092723838984966
198;0.005795774050056934;0.005795774050056934;0.012380965054035187;0.012380965054035187
199;0.005515710450708866;0.005515710450708866;0.011781824752688408;0.011781824752688408
200;0.0056801303289830685;0.0056801303289830685;0.012187433429062366;0.012187433429062366
201;0.005113250110298395;0.005113250110298395;0.01156462263315916;0.01156462263315916
202;0.005233494099229574;0.005233494099229574;0.012023836374282837;0.012023836374282837
203;0.005358066875487566;0.005358066875487566;0.011712132021784782;0.011712132021784782
204;0.005742537323385477;0.005742537323385477;0.013038313016295433;0.013038313016295433
205;0.00512881763279438;0.00512881763279438;0.012072728946805;0.012072728946805
206;0.005346338264644146;0.005346338264644146;0.01240127719938755;0.01240127719938755
207;0.0052152699790894985;0.0052152699790894985;0.012077432125806808;0.012077432125806808
208;0.005419876426458359;0.005419876426458359;0.0124055752530694;0.0124055752530694
209;0.005824577063322067;0.005824577063322067;0.012397362850606441;0.012397362850606441
210;0.005334589630365372;0.005334589630365372;0.01168119814246893;0.01168119814246893
211;0.005964635871350765;0.005964635871350765;0.012578075751662254;0.012578075751662254
212;0.006052900571376085;0.006052900571376085;0.013240446336567402;0.013240446336567402
213;0.005404158495366573;0.005404158495366573;0.013887074775993824;0.013887074775993824
214;0.005503521766513586;0.005503521766513586;0.012860691174864769;0.012860691174864769
215;0.005275473929941654;0.005275473929941654;0.011571371927857399;0.011571371927857399
216;0.005055523477494717;0.005055523477494717;0.012652628123760223;0.012652628123760223
217;0.005665864795446396;0.005665864795446396;0.010920288041234016;0.010920288041234016
218;0.005191706120967865;0.005191706120967865;0.011768518947064877;0.011768518947064877
219;0.005194340366870165;0.005194340366870165;0.013008910231292248;0.013008910231292248
220;0.005060785450041294;0.005060785450041294;0.011889885179698467;0.011889885179698467
221;0.0051834615878760815;0.0051834615878760815;0.01187997404485941;0.01187997404485941
222;0.005133756902068853;0.005133756902068853;0.01298616360872984;0.01298616360872984
223;0.004893315024673939;0.004893315024673939;0.011633624322712421;0.011633624322712421
224;0.005174485966563225;0.005174485966563225;0.0122584393247962;0.0122584393247962
225;0.00547427125275135;0.00547427125275135;0.011854673735797405;0.011854673735797405
226;0.00521106319501996;0.00521106319501996;0.017025554552674294;0.017025554552674294
227;0.0056007937528193;0.0056007937528193;0.01255219615995884;0.01255219615995884
228;0.004921251907944679;0.004921251907944679;0.012042568065226078;0.012042568065226078
229;0.005152132827788591;0.005152132827788591;0.012154015712440014;0.012154015712440014
230;0.005405097268521786;0.005405097268521786;0.012300550006330013;0.012300550006330013
231;0.004866361152380705;0.004866361152380705;0.014005843549966812;0.014005843549966812
232;0.005416330881416798;0.005416330881416798;0.011943580582737923;0.011943580582737923
233;0.005826542153954506;0.005826542153954506;0.012293637730181217;0.012293637730181217
234;0.005339219234883785;0.005339219234883785;0.014102683402597904;0.014102683402597904
235;0.0050319829024374485;0.0050319829024374485;0.012133153155446053;0.012133153155446053
236;0.004897362552583218;0.004897362552583218;0.012599073350429535;0.012599073350429535
237;0.004582247696816921;0.004582247696816921;0.011829476803541183;0.011829476803541183
238;0.004768470302224159;0.004768470302224159;0.012279455550014973;0.012279455550014973
239;0.004713403061032295;0.004713403061032295;0.01162188220769167;0.01162188220769167
240;0.005017084069550037;0.005017084069550037;0.012793508358299732;0.012793508358299732
241;0.005080707371234894;0.005080707371234894;0.0131928576156497;0.0131928576156497
242;0.004941084887832403;0.004941084887832403;0.01283092051744461;0.01283092051744461
243;0.004637571983039379;0.004637571983039379;0.011666444130241871;0.011666444130241871
244;0.0048138853162527084;0.0048138853162527084;0.01279170997440815;0.01279170997440815
245;0.005412828177213669;0.005412828177213669;0.013291517272591591;0.013291517272591591
246;0.005265902727842331;0.005265902727842331;0.013224875554442406;0.013224875554442406
247;0.004743446130305529;0.004743446130305529;0.01221880130469799;0.01221880130469799
248;0.004676847252994776;0.004676847252994776;0.012731150723993778;0.012731150723993778
249;0.004676856100559235;0.004676856100559235;0.012466061860322952;0.012466061860322952
250;0.004653571639209986;0.004653571639209986;0.011713875457644463;0.011713875457644463
251;0.0045569115318357944;0.0045569115318357944;0.012299410067498684;0.012299410067498684
252;0.0045671225525438786;0.0045671225525438786;0.011379176750779152;0.011379176750779152
253;0.004423877224326134;0.004423877224326134;0.012660505250096321;0.012660505250096321
254;0.004956838674843311;0.004956838674843311;0.011632918380200863;0.011632918380200863
255;0.004965485539287329;0.004965485539287329;0.012061340734362602;0.012061340734362602
256;0.004347580019384623;0.004347580019384623;0.012708567082881927;0.012708567082881927
257;0.004450884182006121;0.004450884182006121;0.012341844849288464;0.012341844849288464
258;0.0045359134674072266;0.0045359134674072266;0.013551346026360989;0.013551346026360989
259;0.004718337208032608;0.004718337208032608;0.01313452422618866;0.01313452422618866
260;0.004621506668627262;0.004621506668627262;0.012512941844761372;0.012512941844761372
261;0.004940897226333618;0.004940897226333618;0.013166423887014389;0.013166423887014389
262;0.005330332089215517;0.005330332089215517;0.012102079577744007;0.012102079577744007
263;0.004703953396528959;0.004703953396528959;0.011564932763576508;0.011564932763576508
264;0.00440989201888442;0.00440989201888442;0.012262402102351189;0.012262402102351189
265;0.004522872623056173;0.004522872623056173;0.012108045630156994;0.012108045630156994
266;0.0046205841936171055;0.0046205841936171055;0.012616951018571854;0.012616951018571854
267;0.0043615978211164474;0.0043615978211164474;0.011618838645517826;0.011618838645517826
268;0.004603492096066475;0.004603492096066475;0.012021816335618496;0.012021816335618496
269;0.004298005718737841;0.004298005718737841;0.013798179104924202;0.013798179104924202
270;0.004717034287750721;0.004717034287750721;0.01219902466982603;0.01219902466982603
271;0.005032361019402742;0.005032361019402742;0.015096897259354591;0.015096897259354591
272;0.006047977600246668;0.006047977600246668;0.012419492937624454;0.012419492937624454
273;0.005328018683940172;0.005328018683940172;0.0116145433858037;0.0116145433858037
274;0.004708307329565287;0.004708307329565287;0.012481584213674068;0.012481584213674068
275;0.004528682213276625;0.004528682213276625;0.01126950141042471;0.01126950141042471
276;0.004559655673801899;0.004559655673801899;0.011412207968533039;0.011412207968533039
277;0.004314218182116747;0.004314218182116747;0.011498626321554184;0.011498626321554184
278;0.004149800632148981;0.004149800632148981;0.011245050467550755;0.011245050467550755
279;0.004452311433851719;0.004452311433851719;0.011290363036096096;0.011290363036096096
280;0.004688209388405085;0.004688209388405085;0.01175064966082573;0.01175064966082573
281;0.004343264736235142;0.004343264736235142;0.011854361742734909;0.011854361742734909
282;0.004087893292307854;0.004087893292307854;0.011902513913810253;0.011902513913810253
283;0.004058329854160547;0.004058329854160547;0.011140625923871994;0.011140625923871994
284;0.00418273638933897;0.00418273638933897;0.012471198104321957;0.012471198104321957
285;0.00394998537376523;0.00394998537376523;0.011351444758474827;0.011351444758474827
286;0.00428182166069746;0.00428182166069746;0.01141793467104435;0.01141793467104435
287;0.004053052514791489;0.004053052514791489;0.01113341748714447;0.01113341748714447
288;0.0045903632417321205;0.0045903632417321205;0.011683602817356586;0.011683602817356586
289;0.004308520350605249;0.004308520350605249;0.010942632332444191;0.010942632332444191
290;0.004310387186706066;0.004310387186706066;0.011833230033516884;0.011833230033516884
291;0.004025563597679138;0.004025563597679138;0.010987539775669575;0.010987539775669575
292;0.004065115936100483;0.004065115936100483;0.012620039284229279;0.012620039284229279
293;0.004261486232280731;0.004261486232280731;0.012396324425935745;0.012396324425935745
294;0.004143490921705961;0.004143490921705961;0.011665884405374527;0.011665884405374527
295;0.004049627110362053;0.004049627110362053;0.011720455251634121;0.011720455251634121
296;0.0044362787157297134;0.0044362787157297134;0.012064957059919834;0.012064957059919834
297;0.004371008835732937;0.004371008835732937;0.0113951051607728;0.0113951051607728
298;0.004143211990594864;0.004143211990594864;0.009930429048836231;0.009930429048836231
299;0.00448974734172225;0.00448974734172225;0.011850914917886257;0.011850914917886257
300;0.00409398740157485;0.00409398740157485;0.012113318778574467;0.012113318778574467
301;0.003915047738701105;0.003915047738701105;0.010513907298445702;0.010513907298445702
302;0.0045853531919419765;0.0045853531919419765;0.01356809213757515;0.01356809213757515
303;0.004660900216549635;0.004660900216549635;0.012190223671495914;0.012190223671495914
304;0.005089230835437775;0.005089230835437775;0.012444515712559223;0.012444515712559223
305;0.005256516393274069;0.005256516393274069;0.01456071063876152;0.01456071063876152
306;0.004953734576702118;0.004953734576702118;0.011833133175969124;0.011833133175969124
307;0.0041264137253165245;0.0041264137253165245;0.011824493296444416;0.011824493296444416
308;0.004346628673374653;0.004346628673374653;0.010909441858530045;0.010909441858530045
309;0.004585581831634045;0.004585581831634045;0.010134889744222164;0.010134889744222164
310;0.004516371060162783;0.004516371060162783;0.011468684300780296;0.011468684300780296
311;0.004522295668721199;0.004522295668721199;0.011441617272794247;0.011441617272794247
312;0.004254172556102276;0.004254172556102276;0.011956213042140007;0.011956213042140007
313;0.004333015996962786;0.004333015996962786;0.010079829022288322;0.010079829022288322
314;0.004041374661028385;0.004041374661028385;0.011826408095657825;0.011826408095657825
315;0.004157323390245438;0.004157323390245438;0.010884973220527172;0.010884973220527172
316;0.004087936133146286;0.004087936133146286;0.011693104170262814;0.011693104170262814
317;0.00398259237408638;0.00398259237408638;0.011767476797103882;0.011767476797103882
318;0.004011340904980898;0.004011340904980898;0.012164279818534851;0.012164279818534851
319;0.004319901578128338;0.004319901578128338;0.011822666972875595;0.011822666972875595
320;0.003928904887288809;0.003928904887288809;0.012178446166217327;0.012178446166217327
321;0.003791256109252572;0.003791256109252572;0.012330282479524612;0.012330282479524612
322;0.004155965521931648;0.004155965521931648;0.012333770282566547;0.012333770282566547
323;0.0038335935678333044;0.0038335935678333044;0.011910542845726013;0.011910542845726013
324;0.004954465664923191;0.004954465664923191;0.012637282721698284;0.012637282721698284
325;0.004028515424579382;0.004028515424579382;0.01129098329693079;0.01129098329693079
326;0.0037561652716249228;0.0037561652716249228;0.01230614073574543;0.01230614073574543
327;0.003818151541054249;0.003818151541054249;0.011600403115153313;0.011600403115153313
328;0.003862038953229785;0.003862038953229785;0.011709630489349365;0.011709630489349365
329;0.004083618521690369;0.004083618521690369;0.013953316025435925;0.013953316025435925
330;0.003944005351513624;0.003944005351513624;0.01119999773800373;0.01119999773800373
331;0.003753323806449771;0.003753323806449771;0.01190312672406435;0.01190312672406435
332;0.004075561184436083;0.004075561184436083;0.011209094896912575;0.011209094896912575
333;0.004279252141714096;0.004279252141714096;0.012586266733705997;0.012586266733705997
334;0.004774049390107393;0.004774049390107393;0.01195064838975668;0.01195064838975668
335;0.004269766621291637;0.004269766621291637;0.010520512238144875;0.010520512238144875
336;0.004454446025192738;0.004454446025192738;0.012074841186404228;0.012074841186404228
337;0.004288861528038979;0.004288861528038979;0.01155528798699379;0.01155528798699379
338;0.004151098430156708;0.004151098430156708;0.010757781565189362;0.010757781565189362
339;0.0038675006944686174;0.0038675006944686174;0.010896345600485802;0.010896345600485802
340;0.004137193318456411;0.004137193318456411;0.011203850619494915;0.011203850619494915
341;0.00501355342566967;0.00501355342566967;0.014905279502272606;0.014905279502272606
342;0.004946954548358917;0.004946954548358917;0.010754107497632504;0.010754107497632504
343;0.004844446666538715;0.004844446666538715;0.011899782344698906;0.011899782344698906
344;0.004654780961573124;0.004654780961573124;0.01075931079685688;0.01075931079685688
345;0.00424454128369689;0.00424454128369689;0.010720327496528625;0.010720327496528625
346;0.003990677185356617;0.003990677185356617;0.010468325577676296;0.010468325577676296
347;0.004096933640539646;0.004096933640539646;0.01116588432341814;0.01116588432341814
348;0.004003045614808798;0.004003045614808798;0.01117183081805706;0.01117183081805706
349;0.0038999547250568867;0.0038999547250568867;0.011662843637168407;0.011662843637168407
350;0.005758556071668863;0.005758556071668863;0.01191986259073019;0.01191986259073019
351;0.005591574590653181;0.005591574590653181;0.01212143711745739;0.01212143711745739
352;0.004527172539383173;0.004527172539383173;0.011532974429428577;0.011532974429428577
353;0.003966864664107561;0.003966864664107561;0.011675812304019928;0.011675812304019928
354;0.0037864851765334606;0.0037864851765334606;0.010640356689691544;0.010640356689691544
355;0.003516818629577756;0.003516818629577756;0.01105149183422327;0.01105149183422327
356;0.0035768626257777214;0.0035768626257777214;0.01131088100373745;0.01131088100373745
357;0.0036203255876898766;0.0036203255876898766;0.009960733354091644;0.009960733354091644
358;0.003434344893321395;0.003434344893321395;0.011420979164540768;0.011420979164540768
359;0.0035382460337132215;0.0035382460337132215;0.011062707751989365;0.011062707751989365
360;0.003568098647519946;0.003568098647519946;0.011526402086019516;0.011526402086019516
361;0.0038831736892461777;0.0038831736892461777;0.01107268687337637;0.01107268687337637
362;0.0035813988652080297;0.0035813988652080297;0.010125589556992054;0.010125589556992054
363;0.003447512397542596;0.003447512397542596;0.011726527474820614;0.011726527474820614
